split,image,label,class_id,cx,cy,width,height,area
train,datasets/brain-tumor/images/train/00158_239.jpg,datasets/brain-tumor/labels/train/00158_239.txt,0,0.661385,0.449531,0.097418,0.079812,0.007775125416
train,datasets/brain-tumor/images/train/00158_256.jpg,datasets/brain-tumor/labels/train/00158_256.txt,0,0.680751,0.439554,0.15493,0.151408,0.02345764144
train,datasets/brain-tumor/images/train/00158_272.jpg,datasets/brain-tumor/labels/train/00158_272.txt,0,0.673122,0.444249,0.17723,0.172535,0.030578378049999997
train,datasets/brain-tumor/images/train/00158_289.jpg,datasets/brain-tumor/labels/train/00158_289.txt,0,0.662559,0.448357,0.184272,0.169014,0.031144547808
train,datasets/brain-tumor/images/train/00158_86.jpg,datasets/brain-tumor/labels/train/00158_86.txt,0,0.314554,0.646127,0.226917,0.200704,0.045543149568
train,datasets/brain-tumor/images/train/00158_90.jpg,datasets/brain-tumor/labels/train/00158_90.txt,0,0.320031,0.6473,0.256651,0.196009,0.050305905859
train,datasets/brain-tumor/images/train/00158_96.jpg,datasets/brain-tumor/labels/train/00158_96.txt,0,0.311424,0.650235,0.242567,0.190141,0.046121931947000004
train,datasets/brain-tumor/images/train/00159_133.jpg,datasets/brain-tumor/labels/train/00159_133.txt,1,0.456573,0.412559,0.065728,0.066901,0.004397268928
train,datasets/brain-tumor/images/train/00159_152.jpg,datasets/brain-tumor/labels/train/00159_152.txt,1,0.458333,0.420188,0.153756,0.152582,0.023460397992
train,datasets/brain-tumor/images/train/00159_152.jpg,datasets/brain-tumor/labels/train/00159_152.txt,1,0.389671,0.485329,0.07277,0.062207,0.0045268033899999996
train,datasets/brain-tumor/images/train/00159_171.jpg,datasets/brain-tumor/labels/train/00159_171.txt,1,0.44777,0.432512,0.165493,0.198357,0.032826695001
train,datasets/brain-tumor/images/train/00159_189.jpg,datasets/brain-tumor/labels/train/00159_189.txt,1,0.458333,0.43662,0.144366,0.178404,0.025755471864
train,datasets/brain-tumor/images/train/00159_207.jpg,datasets/brain-tumor/labels/train/00159_207.txt,1,0.451291,0.421362,0.099765,0.117371,0.011709517815
train,datasets/brain-tumor/images/train/00160_270.jpg,datasets/brain-tumor/labels/train/00160_270.txt,1,0.603873,0.512911,0.062207,0.061033,0.0037966798309999996
train,datasets/brain-tumor/images/train/00162_122.jpg,datasets/brain-tumor/labels/train/00162_122.txt,0,0.486502,0.296948,0.069249,0.086854,0.006014552646
train,datasets/brain-tumor/images/train/00165_110.jpg,datasets/brain-tumor/labels/train/00165_110.txt,0,0.587637,0.527582,0.215962,0.125587,0.027122019694
train,datasets/brain-tumor/images/train/00165_111.jpg,datasets/brain-tumor/labels/train/00165_111.txt,0,0.597809,0.52993,0.205008,0.127934,0.026227493472
train,datasets/brain-tumor/images/train/00165_116.jpg,datasets/brain-tumor/labels/train/00165_116.txt,0,0.610329,0.535798,0.198748,0.137324,0.027292870352000002
train,datasets/brain-tumor/images/train/00165_118.jpg,datasets/brain-tumor/labels/train/00165_118.txt,0,0.611894,0.534038,0.192488,0.131455,0.025303510039999998
train,datasets/brain-tumor/images/train/00165_122.jpg,datasets/brain-tumor/labels/train/00165_122.txt,0,0.501761,0.311033,0.048122,0.046948,0.0022592316559999995
train,datasets/brain-tumor/images/train/00165_123.jpg,datasets/brain-tumor/labels/train/00165_123.txt,0,0.618153,0.539906,0.161189,0.124413,0.020054007057
train,datasets/brain-tumor/images/train/00165_125.jpg,datasets/brain-tumor/labels/train/00165_125.txt,0,0.618153,0.538146,0.14241,0.130282,0.018553459620000004
train,datasets/brain-tumor/images/train/00165_129.jpg,datasets/brain-tumor/labels/train/00165_129.txt,0,0.620501,0.54108,0.106416,0.093897,0.009992143152
train,datasets/brain-tumor/images/train/00165_135.jpg,datasets/brain-tumor/labels/train/00165_135.txt,0,0.617371,0.538732,0.068858,0.058685,0.00404093173
train,datasets/brain-tumor/images/train/00165_140.jpg,datasets/brain-tumor/labels/train/00165_140.txt,0,0.506455,0.306925,0.118545,0.120892,0.01433114214
train,datasets/brain-tumor/images/train/00165_158.jpg,datasets/brain-tumor/labels/train/00165_158.txt,0,0.516432,0.300469,0.122066,0.119718,0.014613497388
train,datasets/brain-tumor/images/train/00165_176.jpg,datasets/brain-tumor/labels/train/00165_176.txt,0,0.505282,0.317488,0.097418,0.083333,0.008118134194000001
train,datasets/brain-tumor/images/train/00165_193.jpg,datasets/brain-tumor/labels/train/00165_193.txt,0,0.5,0.340376,0.086854,0.065728,0.005708739712
train,datasets/brain-tumor/images/train/00166_189.jpg,datasets/brain-tumor/labels/train/00166_189.txt,1,0.284624,0.280516,0.139671,0.161972,0.022622791212
train,datasets/brain-tumor/images/train/00166_206.jpg,datasets/brain-tumor/labels/train/00166_206.txt,1,0.288146,0.335094,0.132629,0.071596,0.009495705884
train,datasets/brain-tumor/images/train/00166_206.jpg,datasets/brain-tumor/labels/train/00166_206.txt,1,0.284038,0.254695,0.131455,0.100939,0.013268936245
train,datasets/brain-tumor/images/train/00166_224.jpg,datasets/brain-tumor/labels/train/00166_224.txt,1,0.286972,0.305751,0.132629,0.092723,0.012297758766999999
train,datasets/brain-tumor/images/train/00166_241.jpg,datasets/brain-tumor/labels/train/00166_241.txt,1,0.278169,0.281103,0.06338,0.050469,0.0031987252200000003
train,datasets/brain-tumor/images/train/00166_259.jpg,datasets/brain-tumor/labels/train/00166_259.txt,1,0.315141,0.353286,0.069249,0.086854,0.006014552646
train,datasets/brain-tumor/images/train/00167_125.jpg,datasets/brain-tumor/labels/train/00167_125.txt,0,0.426448,0.782277,0.115806,0.073944,0.008563158864
train,datasets/brain-tumor/images/train/00167_127.jpg,datasets/brain-tumor/labels/train/00167_127.txt,0,0.419405,0.780516,0.107981,0.06338,0.00684383578
train,datasets/brain-tumor/images/train/00167_213.jpg,datasets/brain-tumor/labels/train/00167_213.txt,0,0.757042,0.289906,0.07277,0.08216,0.0059787832
train,datasets/brain-tumor/images/train/00169_112.jpg,datasets/brain-tumor/labels/train/00169_112.txt,0,0.360329,0.56162,0.133803,0.17723,0.023713905690000002
train,datasets/brain-tumor/images/train/00169_119.jpg,datasets/brain-tumor/labels/train/00169_119.txt,0,0.397887,0.591549,0.14554,0.166667,0.024256715180000003
train,datasets/brain-tumor/images/train/00169_127.jpg,datasets/brain-tumor/labels/train/00169_127.txt,0,0.394366,0.612089,0.180751,0.153756,0.027791550756
train,datasets/brain-tumor/images/train/00169_134.jpg,datasets/brain-tumor/labels/train/00169_134.txt,0,0.400822,0.59507,0.144366,0.173709,0.025077673494
train,datasets/brain-tumor/images/train/00169_141.jpg,datasets/brain-tumor/labels/train/00169_141.txt,0,0.409624,0.589789,0.13615,0.144366,0.0196554309
train,datasets/brain-tumor/images/train/00169_142.jpg,datasets/brain-tumor/labels/train/00169_142.txt,0,0.409038,0.585094,0.137324,0.144366,0.019824916584
train,datasets/brain-tumor/images/train/00169_149.jpg,datasets/brain-tumor/labels/train/00169_149.txt,0,0.416667,0.601526,0.098592,0.083333,0.008215967136
train,datasets/brain-tumor/images/train/00169_208.jpg,datasets/brain-tumor/labels/train/00169_208.txt,0,0.532864,0.339789,0.126761,0.109155,0.013836596955000002
train,datasets/brain-tumor/images/train/00169_225.jpg,datasets/brain-tumor/labels/train/00169_225.txt,0,0.536385,0.348592,0.159624,0.15493,0.02473054632
train,datasets/brain-tumor/images/train/00169_243.jpg,datasets/brain-tumor/labels/train/00169_243.txt,0,0.542254,0.350352,0.150235,0.137324,0.02063087114
train,datasets/brain-tumor/images/train/00169_260.jpg,datasets/brain-tumor/labels/train/00169_260.txt,0,0.562207,0.362676,0.131455,0.115023,0.015120348464999999
train,datasets/brain-tumor/images/train/00171_109.jpg,datasets/brain-tumor/labels/train/00171_109.txt,1,0.386737,0.672535,0.085681,0.107981,0.009251920060999999
train,datasets/brain-tumor/images/train/00171_126.jpg,datasets/brain-tumor/labels/train/00171_126.txt,1,0.393779,0.659624,0.127934,0.107981,0.013814441253999998
train,datasets/brain-tumor/images/train/00172_102.jpg,datasets/brain-tumor/labels/train/00172_102.txt,0,0.78169,0.630869,0.162754,0.214789,0.034957768906000004
train,datasets/brain-tumor/images/train/00172_108.jpg,datasets/brain-tumor/labels/train/00172_108.txt,0,0.785603,0.633216,0.14554,0.160798,0.02340254092
train,datasets/brain-tumor/images/train/00172_110.jpg,datasets/brain-tumor/labels/train/00172_110.txt,0,0.603873,0.562793,0.127934,0.090376,0.011562163184
train,datasets/brain-tumor/images/train/00172_114.jpg,datasets/brain-tumor/labels/train/00172_114.txt,0,0.803599,0.65493,0.093897,0.077465,0.007273731105
train,datasets/brain-tumor/images/train/00172_91.jpg,datasets/brain-tumor/labels/train/00172_91.txt,0,0.602113,0.559859,0.192488,0.147887,0.028466472855999996
train,datasets/brain-tumor/images/train/00172_92.jpg,datasets/brain-tumor/labels/train/00172_92.txt,0,0.77543,0.631455,0.194053,0.20892,0.04054155276
train,datasets/brain-tumor/images/train/00172_96.jpg,datasets/brain-tumor/labels/train/00172_96.txt,0,0.77856,0.626174,0.178404,0.210094,0.037481609976
train,datasets/brain-tumor/images/train/00176_104.jpg,datasets/brain-tumor/labels/train/00176_104.txt,0,0.696401,0.579812,0.186228,0.194836,0.036283918608
train,datasets/brain-tumor/images/train/00176_109.jpg,datasets/brain-tumor/labels/train/00176_109.txt,0,0.565141,0.566315,0.212441,0.156103,0.033162677423
train,datasets/brain-tumor/images/train/00176_127.jpg,datasets/brain-tumor/labels/train/00176_127.txt,0,0.585094,0.568075,0.203052,0.143192,0.029075421984000004
train,datasets/brain-tumor/images/train/00176_145.jpg,datasets/brain-tumor/labels/train/00176_145.txt,0,0.586268,0.559859,0.158451,0.119718,0.018969436818
train,datasets/brain-tumor/images/train/00176_89.jpg,datasets/brain-tumor/labels/train/00176_89.txt,0,0.726135,0.58216,0.236307,0.255869,0.060463635783
train,datasets/brain-tumor/images/train/00176_92.jpg,datasets/brain-tumor/labels/train/00176_92.txt,0,0.715962,0.582746,0.231612,0.257042,0.059534011704
train,datasets/brain-tumor/images/train/00176_98.jpg,datasets/brain-tumor/labels/train/00176_98.txt,0,0.694053,0.586854,0.203443,0.220657,0.044891122051
train,datasets/brain-tumor/images/train/00177_125.jpg,datasets/brain-tumor/labels/train/00177_125.txt,1,0.640258,0.350352,0.062207,0.043427,0.002701463389
train,datasets/brain-tumor/images/train/00177_145.jpg,datasets/brain-tumor/labels/train/00177_145.txt,1,0.611502,0.316901,0.068075,0.058685,0.003994981375
train,datasets/brain-tumor/images/train/00177_221.jpg,datasets/brain-tumor/labels/train/00177_221.txt,1,0.559859,0.3527,0.075117,0.085681,0.006436099677
train,datasets/brain-tumor/images/train/00177_241.jpg,datasets/brain-tumor/labels/train/00177_241.txt,1,0.543427,0.377934,0.150235,0.140845,0.021159848575
train,datasets/brain-tumor/images/train/00177_260.jpg,datasets/brain-tumor/labels/train/00177_260.txt,1,0.52054,0.38439,0.219484,0.181925,0.039929626700000005
train,datasets/brain-tumor/images/train/00177_280.jpg,datasets/brain-tumor/labels/train/00177_280.txt,1,0.502347,0.39554,0.258216,0.194836,0.050309772576
train,datasets/brain-tumor/images/train/00178_104.jpg,datasets/brain-tumor/labels/train/00178_104.txt,1,0.623826,0.485915,0.142019,0.138498,0.019669347462
train,datasets/brain-tumor/images/train/00178_122.jpg,datasets/brain-tumor/labels/train/00178_122.txt,1,0.623239,0.470657,0.147887,0.15493,0.02291213291
train,datasets/brain-tumor/images/train/00178_140.jpg,datasets/brain-tumor/labels/train/00178_140.txt,1,0.625587,0.457746,0.126761,0.140845,0.017853653045
train,datasets/brain-tumor/images/train/00178_158.jpg,datasets/brain-tumor/labels/train/00178_158.txt,1,0.597418,0.452465,0.124413,0.153756,0.019129245228
train,datasets/brain-tumor/images/train/00178_175.jpg,datasets/brain-tumor/labels/train/00178_175.txt,1,0.590962,0.451291,0.102113,0.130282,0.013303485866
train,datasets/brain-tumor/images/train/00183_109.jpg,datasets/brain-tumor/labels/train/00183_109.txt,0,0.489437,0.422535,0.086854,0.075117,0.006524211918
train,datasets/brain-tumor/images/train/00183_126.jpg,datasets/brain-tumor/labels/train/00183_126.txt,0,0.487676,0.43838,0.170188,0.151408,0.025767824704
train,datasets/brain-tumor/images/train/00183_144.jpg,datasets/brain-tumor/labels/train/00183_144.txt,0,0.484742,0.443075,0.20892,0.160798,0.03359391816
train,datasets/brain-tumor/images/train/00183_161.jpg,datasets/brain-tumor/labels/train/00183_161.txt,0,0.497066,0.454225,0.151408,0.150235,0.022746780879999998
train,datasets/brain-tumor/images/train/00183_178.jpg,datasets/brain-tumor/labels/train/00183_178.txt,0,0.51115,0.45892,0.111502,0.122066,0.013610603132
train,datasets/brain-tumor/images/train/00183_195.jpg,datasets/brain-tumor/labels/train/00183_195.txt,0,0.525822,0.45716,0.058685,0.062207,0.003650617795
train,datasets/brain-tumor/images/train/00183_80.jpg,datasets/brain-tumor/labels/train/00183_80.txt,0,0.565728,0.481221,0.134585,0.093897,0.012637127745
train,datasets/brain-tumor/images/train/00183_86.jpg,datasets/brain-tumor/labels/train/00183_86.txt,0,0.57903,0.467723,0.223787,0.132629,0.029680646023000003
train,datasets/brain-tumor/images/train/00184_127.jpg,datasets/brain-tumor/labels/train/00184_127.txt,0,0.594484,0.329225,0.097418,0.088028,0.008575511704
train,datasets/brain-tumor/images/train/00184_145.jpg,datasets/brain-tumor/labels/train/00184_145.txt,0,0.586854,0.310446,0.115023,0.09507,0.01093523661
train,datasets/brain-tumor/images/train/00184_164.jpg,datasets/brain-tumor/labels/train/00184_164.txt,0,0.576878,0.323357,0.083333,0.071596,0.005966309468000001
train,datasets/brain-tumor/images/train/00185_252.jpg,datasets/brain-tumor/labels/train/00185_252.txt,1,0.678404,0.55223,0.068075,0.111502,0.00759049865
train,datasets/brain-tumor/images/train/00185_271.jpg,datasets/brain-tumor/labels/train/00185_271.txt,1,0.685446,0.548709,0.100939,0.11385,0.01149190515
train,datasets/brain-tumor/images/train/00185_289.jpg,datasets/brain-tumor/labels/train/00185_289.txt,1,0.687793,0.52993,0.061033,0.090376,0.005515918408
train,datasets/brain-tumor/images/train/00186_207.jpg,datasets/brain-tumor/labels/train/00186_207.txt,1,0.579812,0.291667,0.171362,0.120892,0.020716294904
train,datasets/brain-tumor/images/train/00187_100.jpg,datasets/brain-tumor/labels/train/00187_100.txt,1,0.296362,0.367958,0.085681,0.078638,0.006737782477999999
train,datasets/brain-tumor/images/train/00187_118.jpg,datasets/brain-tumor/labels/train/00187_118.txt,1,0.304577,0.367958,0.127934,0.125587,0.016066847258
train,datasets/brain-tumor/images/train/00187_135.jpg,datasets/brain-tumor/labels/train/00187_135.txt,1,0.309272,0.375,0.130282,0.127934,0.016667497388
train,datasets/brain-tumor/images/train/00187_153.jpg,datasets/brain-tumor/labels/train/00187_153.txt,1,0.339202,0.364437,0.157277,0.146714,0.023074737778000003
train,datasets/brain-tumor/images/train/00187_170.jpg,datasets/brain-tumor/labels/train/00187_170.txt,1,0.345657,0.360915,0.116197,0.116197,0.013501742809
train,datasets/brain-tumor/images/train/00191_106.jpg,datasets/brain-tumor/labels/train/00191_106.txt,0,0.610915,0.552817,0.144366,0.138498,0.019994402268000002
train,datasets/brain-tumor/images/train/00191_124.jpg,datasets/brain-tumor/labels/train/00191_124.txt,0,0.614437,0.542254,0.146714,0.107981,0.015842324434
train,datasets/brain-tumor/images/train/00191_143.jpg,datasets/brain-tumor/labels/train/00191_143.txt,0,0.620892,0.540493,0.089202,0.069249,0.006177149298
train,datasets/brain-tumor/images/train/00192_191.jpg,datasets/brain-tumor/labels/train/00192_191.txt,0,0.695423,0.21831,0.102113,0.098592,0.010067524896
train,datasets/brain-tumor/images/train/00192_244.jpg,datasets/brain-tumor/labels/train/00192_244.txt,0,0.750587,0.457746,0.085681,0.070423,0.0060339130629999994
train,datasets/brain-tumor/images/train/00192_262.jpg,datasets/brain-tumor/labels/train/00192_262.txt,0,0.715962,0.451878,0.166667,0.117371,0.019561872457
train,datasets/brain-tumor/images/train/00192_280.jpg,datasets/brain-tumor/labels/train/00192_280.txt,0,0.708333,0.467723,0.123239,0.085681,0.010559240759
train,datasets/brain-tumor/images/train/00193_172.jpg,datasets/brain-tumor/labels/train/00193_172.txt,0,0.578052,0.546362,0.132629,0.158451,0.021015197679
train,datasets/brain-tumor/images/train/00193_190.jpg,datasets/brain-tumor/labels/train/00193_190.txt,0,0.570423,0.54108,0.13615,0.187793,0.025568016949999998
train,datasets/brain-tumor/images/train/00193_208.jpg,datasets/brain-tumor/labels/train/00193_208.txt,0,0.551643,0.528756,0.08216,0.160798,0.013211163679999999
train,datasets/brain-tumor/images/train/00194_209.jpg,datasets/brain-tumor/labels/train/00194_209.txt,0,0.592136,0.480047,0.102113,0.079812,0.008149842756
train,datasets/brain-tumor/images/train/00194_226.jpg,datasets/brain-tumor/labels/train/00194_226.txt,0,0.603873,0.487676,0.160798,0.130282,0.020949085036
train,datasets/brain-tumor/images/train/00194_243.jpg,datasets/brain-tumor/labels/train/00194_243.txt,0,0.63615,0.490023,0.255869,0.130282,0.033335125058
train,datasets/brain-tumor/images/train/00194_259.jpg,datasets/brain-tumor/labels/train/00194_259.txt,0,0.6027,0.486502,0.132629,0.078638,0.010429679302
train,datasets/brain-tumor/images/train/00195_208.jpg,datasets/brain-tumor/labels/train/00195_208.txt,0,0.524061,0.284624,0.066901,0.073944,0.004946927544
train,datasets/brain-tumor/images/train/00195_225.jpg,datasets/brain-tumor/labels/train/00195_225.txt,0,0.514671,0.280516,0.064554,0.070423,0.004546086342
train,datasets/brain-tumor/images/train/00201_102.jpg,datasets/brain-tumor/labels/train/00201_102.txt,0,0.690728,0.328052,0.16784,0.139671,0.023442380639999996
train,datasets/brain-tumor/images/train/00201_121.jpg,datasets/brain-tumor/labels/train/00201_121.txt,0,0.69777,0.342723,0.224178,0.20892,0.04683526775999999
train,datasets/brain-tumor/images/train/00201_141.jpg,datasets/brain-tumor/labels/train/00201_141.txt,0,0.691901,0.349178,0.219484,0.184272,0.040444755648
train,datasets/brain-tumor/images/train/00240_134.jpg,datasets/brain-tumor/labels/train/00240_134.txt,1,0.497653,0.435446,0.111111,0.112676,0.012519543036
train,datasets/brain-tumor/images/train/00240_138.jpg,datasets/brain-tumor/labels/train/00240_138.txt,1,0.5,0.435446,0.140845,0.133803,0.018845483535
train,datasets/brain-tumor/images/train/00240_144.jpg,datasets/brain-tumor/labels/train/00240_144.txt,1,0.465571,0.43838,0.206573,0.17723,0.03661093279
train,datasets/brain-tumor/images/train/00240_151.jpg,datasets/brain-tumor/labels/train/00240_151.txt,1,0.438185,0.444836,0.198748,0.176056,0.034990777888
train,datasets/brain-tumor/images/train/00240_157.jpg,datasets/brain-tumor/labels/train/00240_157.txt,1,0.438185,0.446596,0.15493,0.17723,0.027458243900000002
train,datasets/brain-tumor/images/train/00245_101.jpg,datasets/brain-tumor/labels/train/00245_101.txt,1,0.325509,0.546948,0.126761,0.122066,0.015473208226
train,datasets/brain-tumor/images/train/00246_103.jpg,datasets/brain-tumor/labels/train/00246_103.txt,1,0.422535,0.623239,0.12989,0.105634,0.01372080026
train,datasets/brain-tumor/images/train/00246_103.jpg,datasets/brain-tumor/labels/train/00246_103.txt,1,0.395149,0.701291,0.078247,0.048122,0.0037654021339999996
train,datasets/brain-tumor/images/train/00246_96.jpg,datasets/brain-tumor/labels/train/00246_96.txt,1,0.423318,0.648474,0.169014,0.125587,0.021225961218
train,datasets/brain-tumor/images/train/00246_96.jpg,datasets/brain-tumor/labels/train/00246_96.txt,1,0.544601,0.647887,0.079812,0.065728,0.005245883135999999
train,datasets/brain-tumor/images/train/00250_104.jpg,datasets/brain-tumor/labels/train/00250_104.txt,1,0.282473,0.64554,0.084507,0.084507,0.007141433049
train,datasets/brain-tumor/images/train/00250_110.jpg,datasets/brain-tumor/labels/train/00250_110.txt,1,0.346635,0.66784,0.237872,0.124413,0.029594369136
train,datasets/brain-tumor/images/train/00250_115.jpg,datasets/brain-tumor/labels/train/00250_115.txt,1,0.338811,0.67723,0.209703,0.131455,0.027566507865
train,datasets/brain-tumor/images/train/00250_120.jpg,datasets/brain-tumor/labels/train/00250_120.txt,1,0.312989,0.679577,0.208138,0.126761,0.026383781018000003
train,datasets/brain-tumor/images/train/00250_121.jpg,datasets/brain-tumor/labels/train/00250_121.txt,1,0.291862,0.680164,0.172144,0.125587,0.021619048528
train,datasets/brain-tumor/images/train/00253_79.jpg,datasets/brain-tumor/labels/train/00253_79.txt,1,0.230047,0.534038,0.061033,0.065728,0.004011577024
train,datasets/brain-tumor/images/train/00253_85.jpg,datasets/brain-tumor/labels/train/00253_85.txt,1,0.22144,0.52054,0.087637,0.090376,0.007920281512000001
train,datasets/brain-tumor/images/train/00253_92.jpg,datasets/brain-tumor/labels/train/00253_92.txt,1,0.22144,0.515845,0.084507,0.055164,0.004661744148
train,datasets/brain-tumor/images/train/00254_79.jpg,datasets/brain-tumor/labels/train/00254_79.txt,1,0.320031,0.474765,0.162754,0.160798,0.026170517692
train,datasets/brain-tumor/images/train/00254_83.jpg,datasets/brain-tumor/labels/train/00254_83.txt,1,0.327074,0.483568,0.14241,0.150235,0.021394966350000003
train,datasets/brain-tumor/images/train/00254_89.jpg,datasets/brain-tumor/labels/train/00254_89.txt,1,0.339593,0.49061,0.101721,0.093897,0.009551296737
train,datasets/brain-tumor/images/train/00260_113.jpg,datasets/brain-tumor/labels/train/00260_113.txt,1,0.49374,0.572183,0.093897,0.083333,0.007824718701
train,datasets/brain-tumor/images/train/00260_115.jpg,datasets/brain-tumor/labels/train/00260_115.txt,1,0.495305,0.57277,0.106416,0.093897,0.009992143152
train,datasets/brain-tumor/images/train/00260_119.jpg,datasets/brain-tumor/labels/train/00260_119.txt,1,0.50626,0.572183,0.150235,0.118545,0.017809608075
train,datasets/brain-tumor/images/train/00260_121.jpg,datasets/brain-tumor/labels/train/00260_121.txt,1,0.507825,0.569836,0.156495,0.118545,0.018551699775
train,datasets/brain-tumor/images/train/00260_125.jpg,datasets/brain-tumor/labels/train/00260_125.txt,1,0.510172,0.572183,0.164319,0.132629,0.021793464651
train,datasets/brain-tumor/images/train/00260_130.jpg,datasets/brain-tumor/labels/train/00260_130.txt,1,0.498435,0.569836,0.143975,0.123239,0.017743335024999998
train,datasets/brain-tumor/images/train/00260_136.jpg,datasets/brain-tumor/labels/train/00260_136.txt,1,0.50939,0.567488,0.125196,0.099765,0.01249017894
train,datasets/brain-tumor/images/train/00260_142.jpg,datasets/brain-tumor/labels/train/00260_142.txt,1,0.510955,0.567488,0.100156,0.069249,0.006935702844
train,datasets/brain-tumor/images/train/00263_109.jpg,datasets/brain-tumor/labels/train/00263_109.txt,1,0.364632,0.559272,0.117371,0.097418,0.011434048078000001
train,datasets/brain-tumor/images/train/00263_116.jpg,datasets/brain-tumor/labels/train/00263_116.txt,1,0.42097,0.551643,0.223787,0.150235,0.033620639945
train,datasets/brain-tumor/images/train/00263_117.jpg,datasets/brain-tumor/labels/train/00263_117.txt,1,0.418623,0.547535,0.222222,0.153756,0.034167965832
train,datasets/brain-tumor/images/train/00263_123.jpg,datasets/brain-tumor/labels/train/00263_123.txt,1,0.402973,0.548122,0.231612,0.131455,0.03044655546
train,datasets/brain-tumor/images/train/00263_125.jpg,datasets/brain-tumor/labels/train/00263_125.txt,1,0.392801,0.556338,0.205008,0.143192,0.029355505536000002
train,datasets/brain-tumor/images/train/00263_130.jpg,datasets/brain-tumor/labels/train/00263_130.txt,1,0.383412,0.558685,0.164319,0.133803,0.021986375157
train,datasets/brain-tumor/images/train/00263_133.jpg,datasets/brain-tumor/labels/train/00263_133.txt,1,0.379499,0.559272,0.137715,0.132629,0.018265002735
train,datasets/brain-tumor/images/train/00263_137.jpg,datasets/brain-tumor/labels/train/00263_137.txt,1,0.378717,0.571596,0.114241,0.138498,0.015822150018
train,datasets/brain-tumor/images/train/00270_11.jpg,datasets/brain-tumor/labels/train/00270_11.txt,1,0.300134,0.484742,0.099262,0.070423,0.006990327826
train,datasets/brain-tumor/images/train/00270_12.jpg,datasets/brain-tumor/labels/train/00270_12.txt,1,0.299463,0.482394,0.103286,0.084507,0.008728390002
train,datasets/brain-tumor/images/train/00270_13.jpg,datasets/brain-tumor/labels/train/00270_13.txt,1,0.307512,0.484742,0.092555,0.084507,0.007821545385
train,datasets/brain-tumor/images/train/00271_106.jpg,datasets/brain-tumor/labels/train/00271_106.txt,1,0.400626,0.700117,0.114241,0.158451,0.018101600691
train,datasets/brain-tumor/images/train/00271_111.jpg,datasets/brain-tumor/labels/train/00271_111.txt,1,0.388889,0.702465,0.147105,0.160798,0.023654189790000002
train,datasets/brain-tumor/images/train/00271_116.jpg,datasets/brain-tumor/labels/train/00271_116.txt,1,0.390454,0.684859,0.165884,0.158451,0.026284485684000002
train,datasets/brain-tumor/images/train/00271_117.jpg,datasets/brain-tumor/labels/train/00271_117.txt,1,0.394366,0.678404,0.1518,0.147887,0.022449246599999997
train,datasets/brain-tumor/images/train/00271_122.jpg,datasets/brain-tumor/labels/train/00271_122.txt,1,0.395931,0.674296,0.167449,0.156103,0.026139291246999995
train,datasets/brain-tumor/images/train/00271_124.jpg,datasets/brain-tumor/labels/train/00271_124.txt,1,0.402973,0.678991,0.172144,0.172535,0.029700865039999996
train,datasets/brain-tumor/images/train/00271_128.jpg,datasets/brain-tumor/labels/train/00271_128.txt,1,0.390454,0.68662,0.150235,0.140845,0.021159848575
train,datasets/brain-tumor/images/train/00271_130.jpg,datasets/brain-tumor/labels/train/00271_130.txt,1,0.389671,0.693075,0.13302,0.134977,0.01795464054
train,datasets/brain-tumor/images/train/00271_134.jpg,datasets/brain-tumor/labels/train/00271_134.txt,1,0.397496,0.693075,0.12989,0.127934,0.01661734726
train,datasets/brain-tumor/images/train/00271_145.jpg,datasets/brain-tumor/labels/train/00271_145.txt,1,0.397496,0.655516,0.101721,0.085681,0.008715557001
train,datasets/brain-tumor/images/train/00273_103.jpg,datasets/brain-tumor/labels/train/00273_103.txt,1,0.726135,0.467136,0.167449,0.171362,0.028694395537999996
train,datasets/brain-tumor/images/train/00273_109.jpg,datasets/brain-tumor/labels/train/00273_109.txt,1,0.730829,0.497066,0.120501,0.102113,0.012304718612999999
train,datasets/brain-tumor/images/train/00273_86.jpg,datasets/brain-tumor/labels/train/00273_86.txt,1,0.710485,0.459507,0.198748,0.226526,0.045021589448000006
train,datasets/brain-tumor/images/train/00273_90.jpg,datasets/brain-tumor/labels/train/00273_90.txt,1,0.714397,0.460094,0.181534,0.223005,0.040482989670000004
train,datasets/brain-tumor/images/train/00273_96.jpg,datasets/brain-tumor/labels/train/00273_96.txt,1,0.719092,0.462441,0.187793,0.211268,0.039674651524
train,datasets/brain-tumor/images/train/00281_104.jpg,datasets/brain-tumor/labels/train/00281_104.txt,1,0.436033,0.355047,0.106808,0.123239,0.013162911112
train,datasets/brain-tumor/images/train/00281_110.jpg,datasets/brain-tumor/labels/train/00281_110.txt,1,0.438967,0.351526,0.119718,0.139671,0.016721132778
train,datasets/brain-tumor/images/train/00281_116.jpg,datasets/brain-tumor/labels/train/00281_116.txt,1,0.440141,0.350352,0.129108,0.130282,0.016820448456
train,datasets/brain-tumor/images/train/00281_117.jpg,datasets/brain-tumor/labels/train/00281_117.txt,1,0.440141,0.345657,0.131455,0.130282,0.01712622031
train,datasets/brain-tumor/images/train/00281_122.jpg,datasets/brain-tumor/labels/train/00281_122.txt,1,0.444249,0.347418,0.11385,0.124413,0.014164420050000001
train,datasets/brain-tumor/images/train/00281_124.jpg,datasets/brain-tumor/labels/train/00281_124.txt,1,0.446596,0.344484,0.09507,0.111502,0.010600495140000001
